RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds
Guido Cannetti,Randy Costa,235.0,-280.0,235.0,35.7143,2022-10-01,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,2,0,0,6.53,0.46,0.0,0.0,0.0,2,3,8,0,0,0,0,2,0,0,2,Switch,175.26,185.42,135,0,1,0,3.44,0.55,0.4,2.27,0.55,1,5,16,0,0,0,2,1,0,0,3,Southpaw,167.64,172.72,135,42,28,2,-1,1,-1,-2,-8,0,1,0,7.62,12.7,-14,3.09,-0.4,-2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,1:04,64.0,800.0,650.0,1200.0,900.0,500.0,-165.0
Cory Sandhagen,Song Yadong,-205.0,175.0,48.7805,175.0,2022-09-17,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,5,0,3,1,4.49,0.43,0.2,0.66,0.4,4,1,22,0,0,1,2,4,1,0,8,Orthodox,172.72,170.18,135,2,0,0,5.02,0.44,0.3,1.19,0.32,5,3,25,1,0,1,1,4,1,0,7,Switch,180.34,177.8,135,30,24,-2,3,-1,1,-2,-3,-1,0,0,-7.62,-7.62,-6,-0.53,-0.1,-0.53,,10.0,4.0,,,,,,,,,,,4.0,,,,,,,,,,,,,10.0,,,Red,KO/TKO,,4.0,5:00,1200.0,110.0,450.0,900.0,1800.0,350.0,400.0
Chidi Njokuani,Gregory Rodrigues,-130.0,110.0,76.9231,110.0,2022-09-17,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,1,0,5.52,0.56,0.4,2.74,0.41,2,2,10,0,0,0,1,2,0,0,3,Orthodox,190.5,190.5,185,0,3,0,4.09,0.61,0.2,0.0,0.0,3,0,5,0,0,0,0,3,0,0,3,Orthodox,190.5,203.2,170,33,30,0,-2,-1,0,2,5,0,-1,0,0.0,-12.7,-3,1.43,0.2,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,1:27,387.0,380.0,600.0,1400.0,450.0,165.0,275.0
Andre Fili,Bill Algeo,-135.0,115.0,74.0741,115.0,2022-09-17,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,0,2,0,5.88,0.51,0.1,1.03,0.5,2,3,17,0,0,0,2,1,0,0,3,Switch,182.88,185.42,145,2,0,0,3.88,0.37,0.2,2.15,0.43,2,8,43,0,0,2,4,3,0,0,9,Orthodox,180.34,187.96,145,32,33,-2,2,0,-6,-5,-26,0,-2,0,2.54,-2.54,1,2.0,-0.1,-1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,180.0,180.0,1400.0,800.0,380.0,700.0
Joe Pyfer,Alen Amedovski,-520.0,410.0,19.2308,410.0,2022-09-17,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,3,0,0,0.99,0.3,0.0,0.0,0.0,0,3,5,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,185,0,1,0,3.72,0.41,0.9,1.45,0.41,1,1,3,0,0,0,0,1,0,0,1,Orthodox,187.96,190.5,185,26,34,3,-1,-1,-1,2,2,0,-1,0,-10.16,-2.54,8,-2.73,-0.9,-1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,3:55,235.0,600.0,1000.0,450.0,2500.0,-190.0,800.0
Tanner Boser,Rodrigo Nascimento,-180.0,155.0,55.5556,155.0,2022-09-17,"Las Vegas, Nevada, USA",USA,Blue,False,Heavyweight,MALE,3,1,0,0,4.05,0.49,0.6,1.23,0.37,2,1,6,0,0,0,0,0,2,0,2,Orthodox,187.96,203.2,246,0,1,0,4.7,0.52,0.0,0.0,0.0,2,3,17,0,0,0,1,3,0,0,4,Orthodox,187.96,190.5,205,31,29,1,-1,0,-2,-2,-11,0,-3,2,0.0,12.7,-2,-0.65,0.6,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,300.0,700.0,1600.0,300.0,140.0,800.0
Anthony Hernandez,Marc-Andre Barriault,-215.0,185.0,46.5116,185.0,2022-09-17,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,0,1,0,6.12,0.47,0.1,0.21,0.25,2,4,19,0,0,0,1,1,1,0,3,Orthodox,185.42,187.96,185,0,2,0,4.3,0.59,3.0,6.62,0.49,2,2,11,0,0,0,1,0,2,0,3,Orthodox,182.88,190.5,185,28,32,0,-1,0,0,2,8,0,1,-1,2.54,-2.54,4,1.82,-2.9,-6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,3.0,1:53,713.0,175.0,500.0,240.0,1200.0,550.0,400.0
Damon Jackson,Pat Sabatini,185.0,-215.0,185.0,46.5116,2022-09-17,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,0,4,0,2.02,0.59,1.9,3.73,0.42,4,0,10,0,0,0,3,0,1,0,4,Orthodox,172.72,177.8,145,0,3,1,2.9,0.42,1.2,2.34,0.34,3,2,18,0,0,0,2,0,2,0,4,Switch,180.34,180.34,145,34,31,0,1,1,0,-2,-8,0,0,-1,-7.62,-2.54,-3,-0.88,0.7,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,1:09,69.0,275.0,120.0,900.0,400.0,1400.0,700.0
Trevin Giles,Louis Cosce,-205.0,175.0,48.7805,175.0,2022-09-17,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,1,0,0,4.31,0.45,0.5,1.04,0.2,1,1,4,0,0,0,0,1,0,0,1,Orthodox,175.26,180.34,170,2,0,0,3.27,0.55,0.3,1.19,0.5,3,4,23,0,0,1,1,3,0,0,5,Orthodox,182.88,187.96,170,30,27,-1,0,-2,-4,-3,-19,0,-2,0,-7.62,-7.62,-3,1.04,0.2,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,275.0,500.0,700.0,1200.0,140.0,400.0
Denise Gomes,Loma Lookboonmee,170.0,-200.0,170.0,50.0,2022-09-17,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,1,0,0,4.1,0.57,0.1,1.9,0.5,2,2,15,0,0,1,2,0,0,0,3,Orthodox,154.94,154.94,115,0,1,0,4.48,0.49,0.9,0.88,0.3,1,0,3,0,0,0,1,0,0,0,1,Orthodox,157.48,160.02,115,22,26,1,-1,1,2,2,12,0,0,0,-2.54,-5.08,4,-0.38,-0.8,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,330.0,-115.0,1800.0,1600.0,600.0,400.0
Trey Ogden,Daniel Zellhuber,330.0,-410.0,330.0,24.3902,2022-09-17,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,0,1,0,5.86,0.41,0.2,0.22,0.33,1,0,3,0,0,0,1,0,0,0,1,Switch,185.42,195.58,155,1,0,0,3.07,0.48,0.8,2.04,0.3,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,155,32,23,-1,1,1,1,-1,0,0,0,0,5.08,12.7,-9,2.79,-0.6,-1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,650.0,180.0,900.0,750.0,1600.0,120.0
Mariya Agapova,Gillian Robertson,135.0,-155.0,135.0,64.5161,2022-09-17,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,FEMALE,3,1,0,0,2.83,0.48,1.1,2.48,0.42,2,5,25,0,0,0,1,1,5,0,7,Orthodox,165.1,160.02,115,1,0,0,4.43,0.54,0.8,0.55,0.66,1,3,11,0,0,0,0,0,2,0,2,Southpaw,167.64,172.72,125,25,27,0,0,1,5,2,14,0,1,3,-2.54,-12.7,2,-1.6,0.3,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,2:19,439.0,350.0,400.0,800.0,150.0,400.0,700.0
Tony Gravely,Javid Basharat,140.0,-165.0,140.0,60.6061,2022-09-17,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,2,0,5.42,0.53,0.2,1.7,0.4,2,0,6,0,0,0,1,0,1,0,2,Orthodox,175.26,175.26,135,0,2,0,3.82,0.48,0.3,5.4,0.41,2,2,17,0,0,1,1,3,0,0,5,Orthodox,165.1,175.26,135,30,27,0,0,0,-3,-2,-11,0,-3,1,10.16,0.0,-3,1.6,-0.1,-3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,330.0,300.0,1400.0,300.0,450.0,275.0
Nikolas Motta,Cameron VanCamp,-150.0,130.0,66.6667,130.0,2022-09-17,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,1,0,0,5.31,0.47,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Switch,187.96,187.96,155,1,0,0,3.08,0.33,0.0,0.0,0.0,1,1,5,0,0,0,1,0,0,0,1,Orthodox,175.26,177.8,155,29,29,0,0,-1,-1,0,-4,0,0,0,12.7,10.16,0,2.23,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,3:49,229.0,350.0,550.0,1600.0,300.0,140.0,650.0
Nate Diaz,Tony Ferguson,130.0,-150.0,130.0,66.6667,2022-09-10,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,5,4,0,0,4.91,0.45,0.9,0.39,0.35,12,5,48,3,0,1,3,5,6,0,15,Orthodox,180.34,193.04,170,2,0,0,4.57,0.45,1.3,1.05,0.3,5,12,77,3,0,1,3,4,11,0,19,Southpaw,182.88,193.04,170,37,38,2,0,7,-4,-7,-29,0,1,-5,-2.54,0.0,1,0.34,-0.4,-0.66,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,neither,SUB,Guillotine Choke,4.0,2:52,1072.0,300.0,225.0,650.0,1000.0,425.0,250.0
Khamzat Chimaev,Kevin Holland,-580.0,440.0,17.2414,440.0,2022-09-10,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,MALE,3,0,2,0,4.25,0.49,0.6,0.84,0.38,5,4,41,0,0,2,2,4,3,0,11,Orthodox,190.5,205.74,185,0,5,0,5.72,0.58,2.7,3.99,0.46,5,0,8,0,0,0,1,2,2,0,5,Orthodox,187.96,190.5,185,28,29,0,-3,0,6,4,33,0,2,1,2.54,15.24,1,-1.47,-2.1,-3.15,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,neither,SUB,D'Arce Choke,1.0,2:13,133.0,300.0,1300.0,215.0,1500.0,120.0,650.0
Li Jingliang,Daniel Rodriguez,145.0,-170.0,145.0,58.8235,2022-09-10,"Las Vegas, Nevada, USA",USA,Blue,False,Catch Weight,MALE,3,0,3,0,7.42,0.49,0.1,0.55,0.5,4,1,19,0,0,0,4,2,1,0,7,Southpaw,185.42,187.96,170,0,1,0,4.46,0.42,0.0,1.19,0.41,4,5,36,0,0,1,2,8,0,0,11,Orthodox,182.88,180.34,170,34,35,0,2,0,-4,-4,-17,0,-6,1,2.54,7.62,1,2.96,0.1,-0.64,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,350.0,165.0,1500.0,1000.0,350.0,250.0
Irene Aldana,Macy Chiasson,-195.0,165.0,51.2821,165.0,2022-09-10,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,MALE,3,0,1,0,3.77,0.46,0.4,2.37,0.38,3,2,19,1,0,1,2,2,1,0,6,Orthodox,180.34,182.88,135,0,1,0,5.24,0.4,0.2,0.16,0.5,3,4,28,1,0,1,2,2,1,0,6,Orthodox,175.26,172.72,135,34,31,0,0,0,0,-2,-9,0,0,0,5.08,10.16,-3,-1.47,0.2,2.21,,,,,,,4.0,,,,,,,,,,,,,10.0,,,,,,,,,,neither,KO/TKO,Kick,3.0,2:21,741.0,140.0,275.0,1100.0,1600.0,300.0,600.0
Johnny Walker,Ion Cutelaba,155.0,-180.0,155.0,55.5556,2022-09-10,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,MALE,3,1,0,1,4.44,0.43,0.0,4.17,0.57,2,6,23,0,0,0,2,3,0,0,5,Southpaw,185.42,190.5,205,2,0,0,3.87,0.53,0.9,0.45,1.0,4,4,17,0,0,0,1,4,0,0,5,Orthodox,198.12,208.28,205,30,28,-1,0,-2,0,2,6,0,-1,0,-12.7,-17.78,-2,0.57,-0.9,3.72,,,13.0,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,Red,SUB,Rear Naked Choke,1.0,4:37,277.0,900.0,,1400.0,,250.0,
Hakeem Dawodu,Julian Erosa,-215.0,185.0,46.5116,185.0,2022-09-10,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,0,2,0,6.18,0.48,0.8,1.69,0.48,2,5,25,0,0,2,0,2,2,0,6,Southpaw,185.42,187.96,145,0,1,0,5.45,0.5,0.0,0.0,0.0,5,2,22,0,0,3,2,1,0,0,6,Orthodox,172.72,185.42,145,31,33,0,1,-3,0,3,3,0,1,2,12.7,2.54,2,0.73,0.8,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,165.0,450.0,1200.0,650.0,200.0,800.0
Jailton Almeida,Anton Turkalj,-645.0,480.0,15.5039,480.0,2022-09-10,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,MALE,3,0,1,0,2.45,0.42,0.0,4.98,0.41,1,0,3,0,0,0,1,0,0,0,1,Orthodox,193.04,198.12,205,0,3,0,2.46,0.64,2.6,6.85,0.59,3,0,4,0,0,0,0,1,2,0,3,Orthodox,190.5,200.66,205,31,26,0,-2,-2,-2,0,-1,0,-1,-2,2.54,-2.54,-5,-0.01,-2.6,-1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,4:27,267.0,400.0,1600.0,-110.0,1700.0,225.0,900.0
Denis Tiuliulin,Jamie Pickett,110.0,-130.0,110.0,76.9231,2022-09-10,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,1,0,0,2.65,0.47,0.1,1.26,0.4,2,5,17,0,0,0,2,1,0,0,3,Orthodox,187.96,203.2,185,1,0,0,3.61,0.41,0.0,0.96,0.42,0,1,2,0,0,0,0,0,0,0,0,Orthodox,185.42,195.58,185,34,34,0,0,2,3,4,15,0,1,0,2.54,7.62,0,-0.96,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,4:52,592.0,300.0,215.0,1500.0,1200.0,300.0,275.0
Jake Collier,Chris Barnett,-540.0,420.0,18.5185,420.0,2022-09-10,"Las Vegas, Nevada, USA",USA,Blue,False,Heavyweight,MALE,3,1,0,0,4.41,0.48,0.0,0.0,0.0,1,2,7,0,0,0,0,1,0,0,1,Orthodox,175.26,190.5,265,1,0,0,5.8,0.44,0.6,0.71,0.33,1,6,25,0,0,1,2,1,1,0,5,Orthodox,190.5,198.12,230,33,36,0,0,0,-4,-4,-18,0,0,-1,-15.24,-7.62,3,-1.39,-0.6,-0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,2:24,444.0,175.0,750.0,400.0,3000.0,140.0,650.0
Norma Dumont,Danyelle Wolf,-360.0,295.0,27.7778,295.0,2022-09-10,"Las Vegas, Nevada, USA",USA,Red,False,Women's Featherweight,FEMALE,3,0,1,0,2.37,0.25,0.5,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,177.8,145,1,0,0,3.11,0.49,0.0,1.91,0.68,3,2,15,0,0,1,2,0,0,0,3,Orthodox,170.18,170.18,135,31,39,-1,1,-2,-2,-2,-12,0,0,0,10.16,7.62,8,-0.74,0.5,-1.91,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,100.0,550.0,275.0,3000.0,475.0,850.0
Chad Anheliger,Alatengheili,155.0,-180.0,155.0,55.5556,2022-09-10,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,1,1,2.64,0.32,0.0,1.99,0.45,2,1,13,0,0,1,1,1,0,0,3,Orthodox,165.1,167.64,135,0,2,0,3.6,0.45,0.6,0.82,0.3,2,0,6,0,0,1,0,1,0,0,2,Orthodox,167.64,162.56,135,35,30,0,-1,0,1,1,7,0,0,0,-2.54,5.08,-5,-0.96,-0.6,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,275.0,165.0,1500.0,750.0,500.0,300.0
Melissa Martinez,Elise Reed,-175.0,150.0,57.1429,150.0,2022-09-10,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,1,0,0,2.66,0.49,0.0,0.58,0.6,1,2,7,0,0,1,0,0,0,0,1,Orthodox,160.02,160.02,115,0,0,0,3.0,0.57,0.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,Southpaw,157.48,167.64,115,25,29,1,0,1,1,2,7,0,0,0,2.54,-7.62,4,-0.34,0.0,-0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,130.0,225.0,1300.0,1700.0,350.0,650.0
Darian Weeks,Yohan Lainesse,-120.0,100.0,83.3333,100.0,2022-09-10,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,1,0,0,2.22,0.41,0.5,0.94,0.28,1,1,3,0,0,0,0,1,0,0,1,Orthodox,185.42,193.04,170,2,0,0,4.49,0.51,0.0,2.0,0.3,0,2,6,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,28,30,-1,0,1,1,-1,-3,0,1,0,5.08,10.16,2,-2.27,0.5,-1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,350.0,400.0,650.0,850.0,250.0,240.0
Ciryl Gane,Tai Tuivasa,-475.0,380.0,21.0526,380.0,2022-09-03,"Paris, Ile-de-France, France",France,Red,False,Heavyweight,MALE,5,0,5,0,3.77,0.46,0.0,0.0,0.0,5,3,19,0,0,0,1,7,0,0,8,Southpaw,187.96,190.5,264,1,0,0,5.49,0.6,0.5,0.58,0.21,7,1,27,3,0,0,3,2,2,0,7,Orthodox,193.04,205.74,245,32,29,-1,5,-2,1,2,-8,-3,5,-2,-5.08,-15.24,-3,-1.72,-0.5,-0.58,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,Red,KO/TKO,Punches,3.0,4:23,863.0,215.0,1400.0,450.0,3500.0,100.0,600.0
Robert Whittaker,Marvin Vettori,-210.0,180.0,47.619,180.0,2022-09-03,"Paris, Ile-de-France, France",France,Red,False,Middleweight,MALE,3,0,1,1,4.56,0.45,0.5,1.66,0.45,5,3,40,1,0,0,6,0,2,0,8,Southpaw,182.88,187.96,185,1,0,0,4.58,0.43,0.0,0.8,0.38,9,4,55,4,0,1,8,5,0,0,14,Orthodox,182.88,185.42,185,31,28,-1,1,-4,-6,-1,-15,-3,-5,2,0.0,2.54,-3,-0.02,0.5,0.86,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,Red,U-DEC,,3.0,5:00,900.0,-120.0,330.0,1800.0,900.0,400.0,1100.0
Nassourdine Imavov,Joaquin Buckley,-250.0,210.0,40.0,210.0,2022-09-03,"Paris, Ile-de-France, France",France,Red,False,Middleweight,MALE,3,0,3,0,4.25,0.36,0.0,1.69,0.44,3,2,16,0,0,1,0,4,0,0,5,Southpaw,177.8,193.04,170,0,2,0,4.58,0.55,1.3,0.98,0.36,2,1,10,0,0,0,1,2,0,0,3,Orthodox,190.5,190.5,185,27,28,0,1,1,2,1,6,0,2,0,-12.7,2.54,1,-0.33,-1.3,0.71,,,12.0,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,215.0,500.0,450.0,3500.0,175.0,400.0
Alessio Di Chirico,Roman Kopylov,-105.0,-115.0,95.2381,86.9565,2022-09-03,"Paris, Ile-de-France, France",France,Blue,False,Middleweight,MALE,3,2,0,0,4.33,0.54,0.0,1.2,0.53,0,2,6,0,0,0,0,0,0,0,0,Southpaw,182.88,190.5,185,1,0,0,3.32,0.39,0.0,1.46,0.39,2,6,23,0,0,2,0,2,0,0,4,Orthodox,182.88,187.96,185,32,31,1,0,-2,-4,-4,-17,0,-2,0,0.0,2.54,-1,1.01,0.0,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3.0,1:09,669.0,240.0,180.0,700.0,2000.0,400.0,350.0
William Gomis,Jarno Errens,-215.0,185.0,46.5116,185.0,2022-09-03,"Paris, Ile-de-France, France",France,Red,False,Featherweight,MALE,3,0,0,0,3.29,0.44,0.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,145,0,0,0,2.62,0.46,0.7,1.06,0.6,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,145,25,27,0,0,0,0,0,0,0,0,0,-2.54,0.0,2,0.67,-0.4,-1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,450.0,,900.0,,600.0
Charles Jourdain,Nathaniel Wood,-150.0,130.0,66.6667,130.0,2022-09-03,"Paris, Ile-de-France, France",France,Blue,False,Featherweight,MALE,3,0,1,0,5.75,0.51,0.5,1.56,0.48,3,2,19,0,0,0,2,0,3,0,5,Orthodox,167.64,175.26,145,1,0,1,5.48,0.48,0.5,0.35,0.23,2,4,24,0,0,0,1,2,1,0,4,Switch,175.26,175.26,145,26,29,-1,1,1,1,-2,-5,0,-2,2,-7.62,0.0,3,0.27,0.0,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,225.0,250.0,800.0,700.0,240.0,900.0
Abus Magomedov,Dustin Stoltzfus,-295.0,245.0,33.8983,245.0,2022-09-03,"Paris, Ile-de-France, France",France,Red,False,Middleweight,MALE,3,0,1,0,3.51,0.44,1.0,2.45,0.41,1,3,13,0,0,0,1,1,0,0,2,Orthodox,182.88,190.5,185,0,0,0,2.88,0.44,0.0,2.65,0.77,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,185,32,30,0,1,1,2,3,13,0,1,0,-5.08,-7.62,-2,0.63,1.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,0:19,19.0,180.0,500.0,450.0,700.0,175.0,1400.0
John Makdessi,Nasrat Haqparast,195.0,-230.0,195.0,43.4783,2022-09-03,"Paris, Ile-de-France, France",France,Blue,False,Lightweight,MALE,3,2,0,0,6.15,0.44,0.0,0.28,0.2,3,4,24,0,0,0,4,1,0,0,5,Southpaw,177.8,182.88,155,0,1,0,5.52,0.49,0.0,0.0,0.0,3,7,45,0,0,2,6,3,0,0,11,Orthodox,172.72,172.72,155,37,27,2,-1,0,-6,-3,-21,0,-2,0,5.08,10.16,-10,0.63,0.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,350.0,110.0,3500.0,2000.0,600.0,250.0
Fares Ziam,Michal Figlak,180.0,-210.0,180.0,47.619,2022-09-03,"Paris, Ile-de-France, France",France,Red,False,Lightweight,MALE,3,0,0,0,4.0,0.39,0.0,0.5,0.12,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,1,0,0,2.7,0.48,0.2,0.81,0.23,2,2,10,0,1,0,1,0,0,0,2,Orthodox,185.42,190.5,155,25,26,-1,0,-2,-2,-2,-10,0,0,0,-7.62,-12.7,1,1.3,-0.2,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,275.0,100.0,1400.0,800.0,800.0,500.0
Benoit Saint Denis,Gabriel Miranda,-300.0,250.0,33.3333,250.0,2022-09-03,"Paris, Ile-de-France, France",France,Red,False,Lightweight,MALE,3,0,0,0,3.52,0.51,2.4,4.8,0.4,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,145,0,1,0,5.7,0.54,1.5,4.76,0.37,1,1,5,0,0,0,0,0,1,0,1,Southpaw,180.34,185.42,155,26,32,0,-1,-1,-1,-1,-5,0,0,-1,0.0,-5.08,6,-2.18,0.9,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,0:16,316.0,300.0,900.0,225.0,400.0,200.0,1600.0
Khalid Taha,Cristian Quinonez,-125.0,105.0,80.0,105.0,2022-09-03,"Paris, Ile-de-France, France",France,Blue,False,Bantamweight,MALE,3,0,1,0,4.19,0.4,0.0,1.37,0.37,1,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,177.8,135,2,0,0,2.64,0.32,0.2,0.0,0.0,1,3,13,0,0,0,0,1,0,0,1,Orthodox,165.1,175.26,135,30,26,-2,1,0,0,-3,-10,0,-1,0,7.62,2.54,-4,1.55,-0.2,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,3:15,195.0,225.0,215.0,900.0,900.0,330.0,400.0
